"","date","state","fips","cases","deaths","population","cases_per100k","deaths_per100k"
"30",2020-04-11,"Alabama","01",3262,93,4864680,67.0547703034938,1.91173931276055
"31",2020-04-12,"Alabama","01",3583,93,4864680,73.6533543830221,1.91173931276055
"32",2020-04-13,"Alabama","01",3805,104,4864680,78.2168611296118,2.1378590164204
"33",2020-04-14,"Alabama","01",3953,114,4864680,81.2591989606716,2.3434223833839
"34",2020-04-15,"Alabama","01",4241,123,4864680,87.1794239292204,2.52842941365105
"35",2020-04-16,"Alabama","01",4404,137,4864680,90.5301068107255,2.81621812739995
"36",2020-04-17,"Alabama","01",4572,151,4864680,93.9835713757123,3.10400684114885
"37",2020-04-18,"Alabama","01",4723,147,4864680,97.0875782168611,3.02178149436345
"38",2020-04-19,"Alabama","01",4903,160,4864680,100.787718822204,3.289013871416
"39",2020-04-20,"Alabama","01",5078,164,4864680,104.385077744065,3.3712392182014
"40",2020-04-21,"Alabama","01",5327,186,4864680,109.503605581457,3.8234786255211
"41",2020-04-22,"Alabama","01",5610,201,4864680,115.321048866524,4.13182367596635
"42",2020-04-23,"Alabama","01",5832,197,4864680,119.884555613113,4.04959832918095
"43",2020-04-24,"Alabama","01",6026,209,4864680,123.872484932205,4.29627436953715
"44",2020-04-25,"Alabama","01",6213,213,4864680,127.716519894423,4.37849971632255
"45",2020-04-26,"Alabama","01",6421,219,4864680,131.992237927263,4.50183773650065
"46",2020-04-27,"Alabama","01",6539,228,4864680,134.417885657433,4.6868447667678
"47",2020-04-28,"Alabama","01",6750,242,4864680,138.755272700363,4.9746334805167
"48",2020-04-29,"Alabama","01",6925,262,4864680,142.352631622224,5.3857602144437
"49",2020-04-30,"Alabama","01",7068,272,4864680,145.292187769802,5.5913235814072
"50",2020-05-01,"Alabama","01",7294,289,4864680,149.937919863177,5.94078130524515
"51",2020-05-02,"Alabama","01",7611,288,4864680,156.45427859592,5.9202249685488
"52",2020-05-03,"Alabama","01",7888,290,4864680,162.148383860809,5.9613376419415
"53",2020-05-04,"Alabama","01",8112,298,4864680,166.753003280791,6.1257883355123
"54",2020-05-05,"Alabama","01",8437,315,4864680,173.433812707105,6.47524605935026
"55",2020-05-06,"Alabama","01",8691,343,4864680,178.655122227978,7.05082348684806
"56",2020-05-07,"Alabama","01",9046,369,4864680,185.952621755182,7.58528824095316
"57",2020-05-08,"Alabama","01",9385,383,4864680,192.921219895245,7.87307695470206
"58",2020-05-09,"Alabama","01",9668,390,4864680,198.738663180312,8.01697131157651
"59",2020-05-10,"Alabama","01",9889,393,4864680,203.281613590205,8.07864032166556
"60",2020-05-11,"Alabama","01",10164,403,4864680,208.934606181702,8.28420368862906
"61",2020-05-12,"Alabama","01",10464,435,4864680,215.101507190607,8.94200646291226
"62",2020-05-13,"Alabama","01",10700,450,4864680,219.952802650945,9.25035151335751
"63",2020-05-14,"Alabama","01",11101,473,4864680,228.195893666182,9.72314725737356
"64",2020-05-15,"Alabama","01",11373,483,4864680,233.787217247589,9.92871062433706
"65",2020-05-16,"Alabama","01",11674,485,4864680,239.97467459319,9.96982329772976
"66",2020-05-17,"Alabama","01",11771,488,4864680,241.968639252736,10.0314923078188
"67",2020-05-18,"Alabama","01",12086,489,4864680,248.443885312086,10.0520486445152
"68",2020-05-19,"Alabama","01",12376,504,4864680,254.405222954028,10.3603936949604
"69",2020-05-20,"Alabama","01",13052,522,4864680,268.30130656076,10.7304077554947
"70",2020-05-21,"Alabama","01",13414,529,4864680,275.742700444839,10.8743021123692
"71",2020-05-22,"Alabama","01",13670,541,4864680,281.005122639105,11.1209781527254
"72",2020-05-23,"Alabama","01",14149,549,4864680,290.851607916656,11.2854288462962
"73",2020-05-24,"Alabama","01",14478,551,4864680,297.614642689756,11.3265415196889
"74",2020-05-25,"Alabama","01",14986,566,4864680,308.057261731501,11.6348865701341
"75",2020-05-26,"Alabama","01",15650,580,4864680,321.706669297878,11.922675283883
"76",2020-05-27,"Alabama","01",16032,583,4864680,329.559189915883,11.9843442939721
"77",2020-05-28,"Alabama","01",16530,591,4864680,339.796245590666,12.1487949875429
"78",2020-05-29,"Alabama","01",17031,610,4864680,350.094970275537,12.5393653847735
"79",2020-05-30,"Alabama","01",17359,618,4864680,356.83744871194,12.7038160783443
"80",2020-05-31,"Alabama","01",17952,630,4864680,369.027356372875,12.9504921187005
"81",2020-06-01,"Alabama","01",18534,646,4864680,380.991144330151,13.2793935058421
"82",2020-06-02,"Alabama","01",18771,653,4864680,385.862996127186,13.4232878627166
"83",2020-06-03,"Alabama","01",18851,653,4864680,387.507503062894,13.4232878627166
"84",2020-06-04,"Alabama","01",19072,653,4864680,392.050453472787,13.4232878627166
"85",2020-06-05,"Alabama","01",19387,676,4864680,398.525699532138,13.8960836067326
"86",2020-06-06,"Alabama","01",20043,689,4864680,412.010656404943,14.1633159837852
"87",2020-06-07,"Alabama","01",20500,692,4864680,421.404902275175,14.2249849938742
"88",2020-06-08,"Alabama","01",20925,718,4864680,430.141345371124,14.7594497479793
"89",2020-06-09,"Alabama","01",21422,729,4864680,440.35784470921,14.9855694516392
"90",2020-06-10,"Alabama","01",21989,744,4864680,452.01328761604,15.2939145020844
"91",2020-06-11,"Alabama","01",22845,755,4864680,469.609511828116,15.5200342057443
"92",2020-06-12,"Alabama","01",23710,769,4864680,487.390743070459,15.8078229194932
"93",2020-06-13,"Alabama","01",24601,773,4864680,505.706439066907,15.8900482662786
"94",2020-06-14,"Alabama","01",25615,773,4864680,526.550564477006,15.8900482662786
"95",2020-06-15,"Alabama","01",26272,774,4864680,540.056077686508,15.9106046029749
"96",2020-06-16,"Alabama","01",26912,785,4864680,553.212133172172,16.1367243066348
"97",2020-06-17,"Alabama","01",27312,790,4864680,561.434667850712,16.2395059901165
"98",2020-06-18,"Alabama","01",28206,810,4864680,579.812032857249,16.6506327240435
"99",2020-06-19,"Alabama","01",29002,822,4864680,596.174876867543,16.8973087643997
"100",2020-06-20,"Alabama","01",29549,838,4864680,607.419193040447,17.2262101515413
"101",2020-06-21,"Alabama","01",30021,839,4864680,617.121783961124,17.2467664882377
"102",2020-06-22,"Alabama","01",30454,841,4864680,626.022677750643,17.2878791616304
"103",2020-06-23,"Alabama","01",31097,864,4864680,639.240402246396,17.7606749056464
"104",2020-06-24,"Alabama","01",32064,891,4864680,659.118379831767,18.3156959964479
"105",2020-06-25,"Alabama","01",33206,896,4864680,682.593716338999,18.4184776799296
"106",2020-06-26,"Alabama","01",34183,907,4864680,702.677257291333,18.6445973835895
"107",2020-06-27,"Alabama","01",35083,919,4864680,721.177960318048,18.8912734239457
"108",2020-06-28,"Alabama","01",35441,919,4864680,728.537128855341,18.8912734239457
"109",2020-06-29,"Alabama","01",37175,929,4864680,764.181816686812,19.0968367909092
"110",2020-06-30,"Alabama","01",38045,950,4864680,782.065829612636,19.5285198615325
"111",2020-07-01,"Alabama","01",38962,972,4864680,800.915990363189,19.9807592688522
"112",2020-07-02,"Alabama","01",40111,985,4864680,824.535221227296,20.2479916459048
"113",2020-07-03,"Alabama","01",41865,1006,4864680,860.591035792693,20.6796747165281
"114",2020-07-04,"Alabama","01",42862,1007,4864680,881.085703478954,20.7002310532245
"115",2020-07-05,"Alabama","01",43953,1007,4864680,903.512666814672,20.7002310532245
"116",2020-07-06,"Alabama","01",44878,1007,4864680,922.527278258796,20.7002310532245
"117",2020-07-07,"Alabama","01",45785,1033,4864680,941.171875642386,21.2346958073296
"118",2020-07-08,"Alabama","01",46962,1058,4864680,965.366683933989,21.7486042247383
"119",2020-07-09,"Alabama","01",49174,1068,4864680,1010.83730070632,21.9541675917018
"120",2020-07-10,"Alabama","01",50508,1104,4864680,1038.25945385925,22.6941957127704
"121",2020-07-11,"Alabama","01",51947,1114,4864680,1067.84002236529,22.8997590797339
"122",2020-07-12,"Alabama","01",53587,1121,4864680,1101.55241454731,23.0436534366084
"123",2020-07-13,"Alabama","01",55545,1124,4864680,1141.80172179876,23.1053224466974
"124",2020-07-14,"Alabama","01",57255,1164,4864680,1176.95305754952,23.9275759145514
"125",2020-07-15,"Alabama","01",59067,1211,4864680,1214.20113964331,24.8937237392799
"126",2020-07-16,"Alabama","01",61088,1230,4864680,1255.74549610663,25.2842941365105
"127",2020-07-17,"Alabama","01",63091,1265,4864680,1296.91983850942,26.0037659208828
"128",2020-07-18,"Alabama","01",65234,1286,4864680,1340.9720680497,26.4354489915061
"129",2020-07-19,"Alabama","01",67011,1287,4864680,1377.50067835911,26.4560053282025
"130",2020-07-20,"Alabama","01",68891,1291,4864680,1416.14659134825,26.5382306749879
"131",2020-07-21,"Alabama","01",70358,1303,4864680,1446.30273728179,26.7849067153441
"132",2020-07-22,"Alabama","01",71813,1364,4864680,1476.21220717498,28.0388432538214
"133",2020-07-23,"Alabama","01",74212,1397,4864680,1525.52685890953,28.717202364801
"134",2020-07-24,"Alabama","01",76005,1438,4864680,1562.38437060608,29.5600121693513
"135",2020-07-25,"Alabama","01",78130,1456,4864680,1606.06658608583,29.9300262298856
"136",2020-07-26,"Alabama","01",79294,1473,4864680,1629.99416200038,30.2794839537236
"137",2020-07-27,"Alabama","01",81115,1491,4864680,1667.42725112443,30.6494980142579
"138",2020-07-28,"Alabama","01",82366,1491,4864680,1693.14322833157,30.6494980142579
"139",2020-07-29,"Alabama","01",83782,1538,4864680,1722.2510010936,31.6156458389863
"140",2020-07-30,"Alabama","01",85762,1565,4864680,1762.95254775237,32.1706669297878
"141",2020-07-31,"Alabama","01",87723,1580,4864680,1803.26352401391,32.479011980233
"142",2020-08-01,"Alabama","01",89349,1603,4864680,1836.68812748218,32.9518077242491
"143",2020-08-02,"Alabama","01",91444,1627,4864680,1879.75365286103,33.4451598049615
"144",2020-08-03,"Alabama","01",92661,1633,4864680,1904.77071462049,33.5684978251396
"145",2020-08-04,"Alabama","01",93702,1666,4864680,1926.16986112139,34.2468569361191
"146",2020-08-05,"Alabama","01",94654,1695,4864680,1945.73949365631,34.8429907003133
"147",2020-08-06,"Alabama","01",96592,1714,4864680,1985.57767417384,35.2335610975439
"148",2020-08-07,"Alabama","01",98301,1735,4864680,2020.7084535879,35.6652441681673
"149",2020-08-08,"Alabama","01",100173,1755,4864680,2059.18991588347,36.0763709020943
"150",2020-08-09,"Alabama","01",101334,1768,4864680,2083.05582278793,36.3436032791468
"151",2020-08-10,"Alabama","01",103020,1797,4864680,2117.71380645798,36.939737043341
"152",2020-08-11,"Alabama","01",103851,1847,4864680,2134.79612225265,37.9675538781585
"153",2020-08-12,"Alabama","01",104786,1882,4864680,2154.01629706373,38.6870256625307
"154",2020-08-13,"Alabama","01",105557,1890,4864680,2169.86523265662,38.8514763561015
"155",2020-08-14,"Alabama","01",106309,1893,4864680,2185.32359785227,38.9131453661906
"156",2020-08-15,"Alabama","01",107580,1896,4864680,2211.45070179333,38.9748143762796
"157",2020-08-16,"Alabama","01",108433,1898,4864680,2228.98525699532,39.0159270496723
"158",2020-08-17,"Alabama","01",109004,1925,4864680,2240.72292524894,39.5709481404738
"159",2020-08-18,"Alabama","01",110361,1936,4864680,2268.61787414588,39.7970678441336
"160",2020-08-19,"Alabama","01",111478,1944,4864680,2291.57930223571,39.9615185377044
"161",2020-08-20,"Alabama","01",112449,1974,4864680,2311.53950516786,40.5782086385949
"162",2020-08-21,"Alabama","01",113632,1996,4864680,2335.85765147965,41.0304480459146
"163",2020-08-22,"Alabama","01",114532,2011,4864680,2354.35835450636,41.3387930963599
"164",2020-08-23,"Alabama","01",115060,2013,4864680,2365.21210028203,41.3799057697526
"165",2020-08-24,"Alabama","01",116710,2024,4864680,2399.13005583101,41.6060254734124
"166",2020-08-25,"Alabama","01",117242,2037,4864680,2410.06602695347,41.873257850465
"167",2020-08-26,"Alabama","01",119254,2045,4864680,2451.42537638652,42.0377085440358
"168",2020-08-27,"Alabama","01",121023,2076,4864680,2487.78953600237,42.6749549816226
"169",2020-08-28,"Alabama","01",122185,2107,4864680,2511.67599924353,43.3122014192095
"170",2020-08-29,"Alabama","01",123889,2152,4864680,2546.70399697411,44.2372365705452
"171",2020-08-30,"Alabama","01",125235,2162,4864680,2574.37282616739,44.4427999375087
"172",2020-08-31,"Alabama","01",126058,2182,4864680,2591.29069126849,44.8539266714357
"173",2020-09-01,"Alabama","01",127616,2200,4864680,2623.3174638414,45.22394073197
"174",2020-09-02,"Alabama","01",128239,2217,4864680,2636.12406160323,45.573398455808
"175",2020-09-03,"Alabama","01",129285,2233,4864680,2657.62598978761,45.9022998429496
"176",2020-09-04,"Alabama","01",130393,2266,4864680,2680.40241084717,46.5806589539291
"177",2020-09-05,"Alabama","01",131803,2275,4864680,2709.38684558902,46.7656659841963
"178",2020-09-06,"Alabama","01",132314,2276,4864680,2719.89113364086,46.7862223208926
"179",2020-09-07,"Alabama","01",132973,2276,4864680,2733.43775952375,46.7862223208926
"180",2020-09-08,"Alabama","01",133606,2277,4864680,2746.44992065254,46.806778657589
"181",2020-09-09,"Alabama","01",134417,2285,4864680,2763.12110971328,46.9712293511598
"182",2020-09-10,"Alabama","01",135565,2301,4864680,2786.71978424069,47.3001307383014
"183",2020-09-11,"Alabama","01",136703,2333,4864680,2810.11289540114,47.9579335125846
"184",2020-09-12,"Alabama","01",137646,2350,4864680,2829.49752090579,48.3073912364225
"185",2020-09-13,"Alabama","01",138755,2351,4864680,2852.29449830205,48.3279475731189
"186",2020-09-14,"Alabama","01",139459,2355,4864680,2866.76615933628,48.4101729199043
"187",2020-09-15,"Alabama","01",140160,2387,4864680,2881.17615136042,49.0679756941875
"188",2020-09-16,"Alabama","01",141087,2392,4864680,2900.23187547793,49.1707573776692
"189",2020-09-17,"Alabama","01",141757,2401,4864680,2914.00462106449,49.3557644079364
"190",2020-09-18,"Alabama","01",142863,2428,4864680,2936.73992945065,49.9107854987378
"191",2020-09-19,"Alabama","01",144164,2437,4864680,2963.4837234926,50.095792529005
"192",2020-09-20,"Alabama","01",144962,2437,4864680,2979.88768017629,50.095792529005
"193",2020-09-21,"Alabama","01",145780,2439,4864680,2996.70276359391,50.1369052023977
"194",2020-09-22,"Alabama","01",146584,2457,4864680,3013.23005829777,50.506919262932
"195",2020-09-23,"Alabama","01",147153,2488,4864680,3024.92661387799,51.1441657005188
"196",2020-09-24,"Alabama","01",148206,2506,4864680,3046.57243641925,51.5141797610531
"197",2020-09-25,"Alabama","01",150658,2491,4864680,3096.9765739987,51.2058347106079
"198",2020-09-26,"Alabama","01",151591,2501,4864680,3116.1556361364,51.4113980775714
"199",2020-09-27,"Alabama","01",152321,2502,4864680,3131.16176192473,51.4319544142677
"200",2020-09-28,"Alabama","01",152983,2501,4864680,3144.77005681771,51.4113980775714
"201",2020-09-29,"Alabama","01",153554,2517,4864680,3156.50772507133,51.740299464713
"202",2020-09-30,"Alabama","01",154701,2540,4864680,3180.08584326204,52.213095208729
"203",2020-10-01,"Alabama","01",155744,2548,4864680,3201.52610243634,52.3775459022998
"204",2020-10-02,"Alabama","01",156698,2550,4864680,3221.13684764465,52.4186585756925
"205",2020-10-03,"Alabama","01",158380,2558,4864680,3255.71260596792,52.5831092692633
"206",2020-10-04,"Alabama","01",159169,2558,4864680,3271.93155562134,52.5831092692633
"207",2020-10-05,"Alabama","01",159713,2559,4864680,3283.11420278415,52.6036656059597
"208",2020-10-06,"Alabama","01",160477,2580,4864680,3298.81924402016,53.035348676583
"209",2020-10-07,"Alabama","01",161418,2601,4864680,3318.16275685143,53.4670317472064
"210",2020-10-08,"Alabama","01",161975,2637,4864680,3329.61263639129,54.207059868275
"211",2020-10-09,"Alabama","01",163465,2653,4864680,3360.24157806886,54.5359612554166
"212",2020-10-10,"Alabama","01",164526,2664,4864680,3382.05185130368,54.7620809590764
"213",2020-10-11,"Alabama","01",165342,2664,4864680,3398.8258220479,54.7620809590764
"214",2020-10-12,"Alabama","01",166076,2665,4864680,3413.91417318303,54.7826372957728
"215",2020-10-13,"Alabama","01",167193,2665,4864680,3436.87560127285,54.7826372957728
"216",2020-10-14,"Alabama","01",167977,2706,4864680,3452.99176924279,55.6254471003232
"217",2020-10-15,"Alabama","01",169162,2756,4864680,3477.35102822796,56.6532639351407
"218",2020-10-16,"Alabama","01",170374,2786,4864680,3502.26530830394,57.2699540360312
"219",2020-10-17,"Alabama","01",171662,2788,4864680,3528.74186996884,57.3110667094238
"220",2020-10-18,"Alabama","01",172626,2788,4864680,3548.55817854412,57.3110667094238
"221",2020-10-19,"Alabama","01",173485,2789,4864680,3566.21607176628,57.3316230461202
"222",2020-10-20,"Alabama","01",174528,2805,4864680,3587.65633094058,57.6605244332618
"223",2020-10-21,"Alabama","01",175674,2828,4864680,3611.21389279459,58.1333201772778
"224",2020-10-22,"Alabama","01",177064,2843,4864680,3639.78720080252,58.4416652277231
"225",2020-10-23,"Alabama","01",180916,2859,4864680,3718.97020975686,58.7705666148647
"226",2020-10-24,"Alabama","01",183276,2866,4864680,3767.48316436025,58.9144609717391
"227",2020-10-25,"Alabama","01",184355,2866,4864680,3789.66345165561,58.9144609717391
"228",2020-10-26,"Alabama","01",185322,2866,4864680,3809.54142924098,58.9144609717391
"229",2020-10-27,"Alabama","01",186437,2892,4864680,3832.46174465741,59.4489257258442
"230",2020-10-28,"Alabama","01",187706,2911,4864680,3858.54773592508,59.8394961230749
"231",2020-10-29,"Alabama","01",189149,2914,4864680,3888.21052977791,59.901165133164
"232",2020-10-30,"Alabama","01",190496,2932,4864680,3915.89991530789,60.2711791936983
"233",2020-10-31,"Alabama","01",192285,2967,4864680,3952.67520165766,60.9906509780705
"234",2020-11-01,"Alabama","01",193985,2973,4864680,3987.62097404146,61.1139889982486
"235",2020-11-02,"Alabama","01",194892,2973,4864680,4006.26557142505,61.1139889982486
"236",2020-11-03,"Alabama","01",195929,2987,4864680,4027.58249257916,61.4017777119975
"237",2020-11-04,"Alabama","01",197777,3006,4864680,4065.57060279402,61.7923481092282
"238",2020-11-05,"Alabama","01",199158,3026,4864680,4093.95890377168,62.2034748431551
"239",2020-11-06,"Alabama","01",200714,3049,4864680,4125.9445636712,62.6762705871712
"240",2020-11-07,"Alabama","01",202482,3082,4864680,4162.28816695034,63.3546296981508
"241",2020-11-08,"Alabama","01",203687,3084,4864680,4187.05855266945,63.3957423715434
"242",2020-11-09,"Alabama","01",204857,3084,4864680,4211.10946660418,63.3957423715434
"243",2020-11-10,"Alabama","01",206567,3120,4864680,4246.26080235493,64.1357704926121
"244",2020-11-11,"Alabama","01",208637,3201,4864680,4288.81241931638,65.8008337650164
"245",2020-11-12,"Alabama","01",210637,3213,4864680,4329.92509270908,66.0475098053726
"246",2020-11-13,"Alabama","01",213617,3231,4864680,4391.1829760642,66.4175238659069
"247",2020-11-14,"Alabama","01",215843,3246,4864680,4436.94138155028,66.7258689163522
"248",2020-11-15,"Alabama","01",217822,3248,4864680,4477.62237187235,66.7669815897449
"249",2020-11-16,"Alabama","01",219232,3249,4864680,4506.60680661421,66.7875379264412
"250",2020-11-17,"Alabama","01",220848,3301,4864680,4539.82584671551,67.8564674346514
"251",2020-11-18,"Alabama","01",223486,3347,4864680,4594.05346292048,68.8020589226835
"252",2020-11-19,"Alabama","01",225910,3419,4864680,4643.88202307243,70.2821151648207
"253",2020-11-20,"Alabama","01",228373,3451,4864680,4694.51228035554,70.9399179391039
"254",2020-11-21,"Alabama","01",230708,3457,4864680,4742.51132654152,71.063255959282
"255",2020-11-22,"Alabama","01",232506,3457,4864680,4779.47161992156,71.063255959282
"256",2020-11-23,"Alabama","01",234080,3459,4864680,4811.82729388161,71.1043686326747
"257",2020-11-24,"Alabama","01",236865,3472,4864680,4869.07669158095,71.3716010097273
"258",2020-11-25,"Alabama","01",239318,3532,4864680,4919.50138549709,72.6049812115083
"259",2020-11-26,"Alabama","01",241957,3572,4864680,4973.74955803876,73.4272346793623
"260",2020-11-27,"Alabama","01",242874,3572,4864680,4992.59971878931,73.4272346793623
"261",2020-11-28,"Alabama","01",244993,3572,4864680,5036.15859624888,73.4272346793623
"262",2020-11-29,"Alabama","01",247229,3577,4864680,5082.12256510192,73.530016362844
"263",2020-11-30,"Alabama","01",249524,3578,4864680,5129.29935782004,73.5505726995404
"264",2020-12-01,"Alabama","01",252900,3638,4864680,5198.69755050692,74.7839529013214
"265",2020-12-02,"Alabama","01",256828,3711,4864680,5279.44284105018,76.2845654801549
"266",2020-12-03,"Alabama","01",260359,3776,4864680,5352.02726592499,77.6207273654177
"267",2020-12-04,"Alabama","01",264199,3831,4864680,5430.96359883898,78.7513258837169
"268",2020-12-05,"Alabama","01",267589,3877,4864680,5500.6495802396,79.696917371749
"269",2020-12-06,"Alabama","01",269877,3889,4864680,5547.68247860085,79.9435934121052
"270",2020-12-07,"Alabama","01",272229,3892,4864680,5596.03098251067,80.0052624221943
"271",2020-12-08,"Alabama","01",276665,3942,4864680,5687.21889209568,81.0330792570118
"272",2020-12-09,"Alabama","01",280187,3985,4864680,5759.61830994022,81.9170017349548
"273",2020-12-10,"Alabama","01",284922,4034,4864680,5856.95256419744,82.924262233076
"274",2020-12-11,"Alabama","01",288775,4086,4864680,5936.15612948848,83.9931917412862
"275",2020-12-12,"Alabama","01",292841,4102,4864680,6019.73819449584,84.3220931284278
"276",2020-12-13,"Alabama","01",295631,4102,4864680,6077.09037387865,84.3220931284278
"277",2020-12-14,"Alabama","01",297895,4102,4864680,6123.62992015919,84.3220931284278
"278",2020-12-15,"Alabama","01",301533,4124,4864680,6198.41387306051,84.7743325357475
"279",2020-12-16,"Alabama","01",305640,4198,4864680,6282.83874787242,86.2955014512774
"280",2020-12-17,"Alabama","01",310335,4254,4864680,6379.35074866178,87.446656306273
"281",2020-12-18,"Alabama","01",315683,4296,4864680,6489.28603731386,88.3100224475197
"282",2020-12-19,"Alabama","01",319904,4389,4864680,6576.05433450916,90.2217617602802
"283",2020-12-20,"Alabama","01",322452,4389,4864680,6628.43188041146,90.2217617602802
"284",2020-12-21,"Alabama","01",324832,4389,4864680,6677.35596174877,90.2217617602802
"285",2020-12-22,"Alabama","01",329811,4452,4864680,6779.7059621599,91.5168109721503
"286",2020-12-23,"Alabama","01",334569,4587,4864680,6877.51301216113,94.2919164261575
"287",2020-12-24,"Alabama","01",338801,4676,4864680,6964.50742906008,96.1214303921327
"288",2020-12-25,"Alabama","01",342426,4680,4864680,7039.02414958435,96.2036557389181
"289",2020-12-26,"Alabama","01",343458,4685,4864680,7060.23828905498,96.3064374223998
"290",2020-12-27,"Alabama","01",345628,4691,4864680,7104.84553968606,96.4297754425779
"291",2020-12-28,"Alabama","01",347897,4712,4864680,7151.48786765008,96.8614585132013
"292",2020-12-29,"Alabama","01",351804,4737,4864680,7231.80147512272,97.37536693061
"293",2020-12-30,"Alabama","01",356820,4774,4864680,7334.91205999161,98.135951388375
"294",2020-12-31,"Alabama","01",361226,4827,4864680,7425.48327947573,99.2254372332815
"295",2021-01-01,"Alabama","01",365747,4872,4864680,7518.41847767993,100.150472384617
"296",2021-01-02,"Alabama","01",369458,4872,4864680,7594.70304316009,100.150472384617
"297",2021-01-03,"Alabama","01",371934,4873,4864680,7645.60053282025,100.171028721314
"298",2021-01-04,"Alabama","01",374095,4878,4864680,7690.02277642106,100.273810404795
"299",2021-01-05,"Alabama","01",379593,4886,4864680,7803.04151557759,100.438261098366
"300",2021-01-06,"Alabama","01",384184,4994,4864680,7897.41565735053,102.658345461572
"301",2021-01-07,"Alabama","01",389230,5080,4864680,8001.14293232032,104.426190417458
"302",2021-01-08,"Alabama","01",394287,5191,4864680,8105.09632699376,106.707943790753
"303",2021-01-09,"Alabama","01",399150,5299,4864680,8205.06179234811,108.928028153959
"304",2021-01-10,"Alabama","01",401900,5334,4864680,8261.59171826307,109.647499938331
"305",2021-01-11,"Alabama","01",404000,5347,4864680,8304.76002532541,109.914732315384
"306",2021-01-12,"Alabama","01",407848,5573,4864680,8383.86080893296,114.560464408759
"307",2021-01-13,"Alabama","01",410995,5760,4864680,8448.55160051638,118.404499370976
"308",2021-01-14,"Alabama","01",414583,5945,4864680,8522.30773658288,122.207421659801
"309",2021-01-15,"Alabama","01",417528,6030,4864680,8582.84614815363,123.954710278991
"310",2021-01-16,"Alabama","01",420681,6119,4864680,8647.66027775722,125.784224244966
"311",2021-01-17,"Alabama","01",422598,6120,4864680,8687.06677520412,125.804780581662
"312",2021-01-18,"Alabama","01",424028,6121,4864680,8716.4623366799,125.825336918358
"313",2021-01-19,"Alabama","01",426543,6126,4864680,8768.16152347123,125.92811860184
"314",2021-01-20,"Alabama","01",429655,6283,4864680,8832.13284327027,129.155463463167
"315",2021-01-21,"Alabama","01",432536,6379,4864680,8891.35564929245,131.128871786017
"316",2021-01-22,"Alabama","01",436087,6486,4864680,8964.35120090119,133.328399812526
"317",2021-01-23,"Alabama","01",439442,6657,4864680,9033.31771051744,136.843533387602
"318",2021-01-24,"Alabama","01",441170,6660,4864680,9068.83906032874,136.905202397691
"319",2021-01-25,"Alabama","01",443009,6662,4864680,9106.64216351332,136.946315071084
"320",2021-01-26,"Alabama","01",445909,6896,4864680,9166.25553993274,141.75649785803
"321",2021-01-27,"Alabama","01",449086,7172,4864680,9231.56302161704,147.430046786222
"322",2021-01-28,"Alabama","01",452734,7340,4864680,9306.55253788533,150.883511351209
"323",2021-01-29,"Alabama","01",455582,7566,4864680,9365.09698479653,155.529243444584
"324",2021-01-30,"Alabama","01",455582,7566,4864680,9365.09698479653,155.529243444584
